Cytomat微孔板自动培养存储系统,Cytomat Automated Microplate Incubator Storage System,cytomat_backend,cytomat_backend,43,59,auto-action_exposed_to_storage|auto-action_exposed_to_wait|auto-action_read_barcode|auto-action_storage_to_exposed|auto-action_storage_to_transfer|auto-action_storage_to_wait|auto-action_transfer_to_storage|auto-action_transfer_to_wait|auto-action_wait_to_exposed|auto-action_wait_to_storage|auto-action_wait_to_transfer|auto-close_door|auto-fetch_plate_to_loading_tray|auto-get_action_register|auto-get_co2|auto-get_error_register|auto-get_humidity|auto-get_incubation_query|auto-get_o2|auto-get_overview_register|auto-get_sensor_register|auto-get_swap_register|auto-get_temperature|auto-get_warning_register|auto-init_shakers|auto-initialize|auto-open_door|auto-reset_error_register|auto-send_action|auto-send_command|auto-serialize|auto-set_racks|auto-set_shaking_frequency|auto-set_temperature|auto-setup|auto-shovel_in|auto-shovel_out|auto-start_shaking|auto-stop|auto-stop_shaking|auto-take_in_plate|auto-wait_for_task_completion|auto-wait_for_transfer_station,这是一种用于微孔板自动存取、培养和转运的实验室培养存储设备，带有内部存储位、传送位和外部暴露位，可控制温度、CO2、湿度和O2，并支持振荡和条码读取。常用于细胞培养、高通量筛选和自动化工作站中的板管理。,"This is an automated laboratory incubator and storage system for microplates, with internal storage positions, a transfer station, and an external exposed position. It can control temperature, CO2, humidity, and O2, and supports shaking and barcode reading. It is commonly used for cell culture, high-throughput screening, and automated plate management workflows.",组织培养试验箱|微孔板自动培养存储系统,器件/细胞设备|物流/机械|生命体系|细胞生物学研究|微孔板样品孵育与混匀|微孔板检测与高通量筛选|组织培养试验箱|微孔板自动培养存储系统
Heraeus Cytomat自动微孔板培养存储系统,Heraeus Cytomat automated microplate incubator,heraeus_cytomat_backend,heraeus_cytomat_backend,16,27,auto-close_door|auto-deserialize|auto-fetch_plate_to_loading_tray|auto-get_temperature|auto-initialize|auto-open_door|auto-read_plate_detection_xfer|auto-serialize|auto-set_racks|auto-set_temperature|auto-setup|auto-start_shaking|auto-stop|auto-stop_shaking|auto-take_in_plate|auto-wait_for_transfer_station,这是一种用于自动化实验流程的微孔板培养与存储设备，带有温度控制、振荡和传送工位，可在内部板架中存放微孔板，并通过舱门与装载托盘完成进出板。常用于细胞培养、样品孵育以及与机器人联用的高通量实验流程。,"An automated microplate incubator and storage unit for laboratory automation workflows. It provides temperature control, shaking, and a transfer/loading station to move plates between internal racks and external handlers. It is used for microplate incubation, storage, and robotic high-throughput laboratory workflows.",微孔板自动培养存储系统,器件/细胞设备|生命体系|实验室自动化与仪器集成|细胞生物学研究|微孔板样品孵育与混匀|微孔板自动培养存储系统
自动微孔板培养箱,Automated microplate incubator,incubator,incubator,16,29,auto-close_door|auto-deserialize|auto-fetch_plate_to_loading_tray|auto-find_random_site|auto-find_smallest_site_for_plate|auto-get_num_free_sites|auto-get_site_by_plate_name|auto-get_temperature|auto-open_door|auto-racks|auto-serialize|auto-set_temperature|auto-start_shaking|auto-stop_shaking|auto-summary|auto-take_in_plate,一种用于存放并温控培养微孔板或培养板的自动化实验室培养箱，通常具有多个板位、装载托盘和可开闭门机构，可在设定温度下进行样品孵育，并支持板件取放与振荡混匀。常用于细胞培养、酶反应、样品保温和自动化流程中的板式孵育步骤。,"An automated laboratory incubator for storing and temperature-controlling microplates or assay plates. It typically provides multiple plate sites, a loading tray, and a door mechanism, allowing incubation at a set temperature as well as automated plate transfer and shaking. It is commonly used for cell culture, enzyme reactions, sample holding, and plate incubation steps in lab automation workflows.",微孔板自动培养存储系统,实验执行&合成设备|器件/细胞设备|生命体系|实验室自动化与仪器集成|细胞生物学研究|微孔板样品孵育与混匀|微孔板自动培养存储系统
INHECO孵育振荡器堆叠系统,INHECO Incubator/Shaker Stack,incubator_shaker_stack,incubator_shaker_stack,11,22,auto-close_all|auto-get_all_temperatures|auto-num_units|auto-open_all|auto-request_loading_tray_states|auto-request_shaking_states|auto-request_temperature_control_states|auto-shake|auto-start_all_temperature_control|auto-stop_all_shaking|auto-stop_all_temperature_control,由多个可堆叠孵育振荡单元组成的实验室自动化设备，带有装载托盘，可对样品或微孔板进行温度控制孵育与振荡混匀，常用于自动化培养、反应孵育和样品处理流程。,"A laboratory automation device composed of multiple stackable incubator/shaker units with loading trays, used to provide temperature-controlled incubation and shaking for samples or microplates in automated culture, reaction incubation, and sample-processing workflows.",微孔板恒温振荡器,实验执行&合成设备|器件/细胞设备|生命体系|实验室自动化与仪器集成|细胞生物学研究|微孔板样品孵育与混匀|微孔板恒温振荡器
STX自动微孔板培养箱,STX Automated Microplate Incubator,incubator_stx,incubator_stx,7,38,auto-getClimate|auto-getPresetClimate|auto-inputPlate|auto-is_ready|auto-outputPlate|auto-resetAndActivate|auto-setPresetClimate,一种用于微孔板样品培养与暂存的自动化培养箱，支持温度、湿度、二氧化碳和氮气环境控制，并可通过左右料盒/仓位进行微孔板进出库操作，常用于细胞培养、活细胞实验和自动化生物实验流程。,"An automated incubator for culturing and storing microplates, with control of temperature, humidity, carbon dioxide, and nitrogen atmosphere. It supports plate loading and unloading through left/right cassettes or storage levels, and is commonly used in cell culture, live-cell assays, and automated biological workflows.",微孔板自动培养存储系统,实验执行&合成设备|器件/细胞设备|生命体系|实验室自动化与仪器集成|细胞生物学研究|微孔板样品孵育与混匀|微孔板自动培养存储系统
INHECO堆叠式孵育振荡器,INHECO Incubator Shaker Stack,inheco_incubator_shaker_stack_backend,inheco_incubator_shaker_stack_backend,70,137,auto-close|auto-delete_counter|auto-get_temperature|auto-initialize|auto-is_shaking_enabled|auto-is_temperature_control_enabled|auto-number_of_connected_units|auto-open|auto-perform_self_test|auto-read_whole_shaker_calibration_data|auto-request_calibration_high|auto-request_calibration_low|auto-request_delta_temperature|auto-request_drawer_cycles_performed|auto-request_drawer_status|auto-request_firmware_version|auto-request_incubator_type|auto-request_is_initialized|auto-request_labware_detection_threshold|auto-request_last_calibration_date|auto-request_machine_allocation|auto-request_maximum_allowed_temperature|auto-request_motor_current_limit_anticlockwise|auto-request_motor_current_limit_clockwise|auto-request_motor_power_anticlockwise|auto-request_motor_power_clockwise|auto-request_number_of_connected_machines|auto-request_operation_time_in_hours|auto-request_pid_controller_coefficients|auto-request_plate_in_incubator|auto-request_plate_status_known|auto-request_proportionality_factor|auto-request_serial_number|auto-request_shaker_amplitude_x|auto-request_shaker_amplitude_y|auto-request_shaker_calibration_value|auto-request_shaker_frequency_x|auto-request_shaker_frequency_y|auto-request_shaker_phase_shift|auto-request_target_temperature|auto-request_thermal_calibration_date|auto-request_whole_calibration_data|auto-reset_calibration_data|auto-send_command|auto-set_boost_offset|auto-set_boost_time|auto-set_calibration_high|auto-set_calibration_low|auto-set_cooldown_time_factor|auto-set_heatup_offset|auto-set_heatup_time_factor|auto-set_max_allowed_device_temperature|auto-set_motor_current_limit_anticlockwise|auto-set_motor_current_limit_clockwise|auto-set_motor_power_anticlockwise|auto-set_motor_power_clockwise|auto-set_pid_integration_value|auto-set_pid_proportional_gain|auto-set_proportionality_factor|auto-set_shaker_calibration_value|auto-set_shaker_parameters|auto-set_shaker_pattern|auto-set_shaker_status|auto-setup|auto-shake|auto-start_temperature_control|auto-stop|auto-stop_shaking|auto-stop_temperature_control|auto-wait_for_temperature,这是一种可堆叠的实验室孵育振荡设备，用于微孔板等样品载具的控温孵育与振荡混匀。设备具有装载抽屉或托盘、温度控制和二维振荡功能，适用于细胞培养、样品孵育、反应混匀及自动化工作站中的板式处理流程。,"A stackable laboratory incubator shaker for temperature-controlled incubation and shaking of microplates and similar sample carriers. It includes a loading drawer or tray, temperature regulation, and two-axis shaking, and is used for cell culture, sample incubation, reaction mixing, and plate-based workflows in automated lab systems.",微孔板恒温振荡器,实验执行&合成设备|器件/细胞设备|生命体系|实验室自动化与仪器集成|细胞生物学研究|微孔板样品孵育与混匀|微孔板恒温振荡器
INHECO培养振荡单元,INHECO incubator shaker unit,inheco_incubator_shaker_unit,inheco_incubator_shaker_unit,68,137,auto-close|auto-delete_counter|auto-get_temperature|auto-initialize|auto-is_shaking_enabled|auto-is_temperature_control_enabled|auto-number_of_connected_units|auto-open|auto-perform_self_test|auto-read_whole_shaker_calibration_data|auto-request_calibration_high|auto-request_calibration_low|auto-request_delta_temperature|auto-request_drawer_cycles_performed|auto-request_drawer_status|auto-request_firmware_version|auto-request_incubator_type|auto-request_is_initialized|auto-request_labware_detection_threshold|auto-request_last_calibration_date|auto-request_machine_allocation|auto-request_maximum_allowed_temperature|auto-request_motor_current_limit_anticlockwise|auto-request_motor_current_limit_clockwise|auto-request_motor_power_anticlockwise|auto-request_motor_power_clockwise|auto-request_number_of_connected_machines|auto-request_operation_time_in_hours|auto-request_pid_controller_coefficients|auto-request_plate_in_incubator|auto-request_plate_status_known|auto-request_proportionality_factor|auto-request_serial_number|auto-request_shaker_amplitude_x|auto-request_shaker_amplitude_y|auto-request_shaker_calibration_value|auto-request_shaker_frequency_x|auto-request_shaker_frequency_y|auto-request_shaker_phase_shift|auto-request_target_temperature|auto-request_thermal_calibration_date|auto-request_whole_calibration_data|auto-reset_calibration_data|auto-send_command|auto-set_boost_offset|auto-set_boost_time|auto-set_calibration_high|auto-set_calibration_low|auto-set_cooldown_time_factor|auto-set_heatup_offset|auto-set_heatup_time_factor|auto-set_max_allowed_device_temperature|auto-set_motor_current_limit_anticlockwise|auto-set_motor_current_limit_clockwise|auto-set_motor_power_anticlockwise|auto-set_motor_power_clockwise|auto-set_pid_integration_value|auto-set_pid_proportional_gain|auto-set_proportionality_factor|auto-set_shaker_calibration_value|auto-set_shaker_parameters|auto-set_shaker_pattern|auto-set_shaker_status|auto-shake|auto-start_temperature_control|auto-stop_shaking|auto-stop_temperature_control|auto-wait_for_temperature,一种用于微孔板等实验耗材的培养振荡模块，集成加热控温、平面振荡以及抽屉式装载机构，可作为堆叠系统中的单个单元使用，常用于样品孵育、混匀和温控处理。,"A microplate incubator-shaker module with heating, temperature control, planar shaking, and a drawer-based loading mechanism. It is used as an individual unit in a stacked system for sample incubation, mixing, and temperature-controlled processing.",热混匀仪,实验执行&合成设备|生命体系|实验室自动化与仪器集成|微孔板样品孵育与混匀|热混匀仪
INHECO Thermoshake AC恒温振荡器,INHECO Thermoshake AC heater-shaker,inheco_thermoshake_backend,inheco_thermoshake_backend,8,16,auto-lock_plate|auto-set_shaker_shape|auto-set_shaker_speed|auto-shake|auto-start_shaking|auto-stop_shaking|auto-supports_locking|auto-unlock_plate,这是一种实验室恒温振荡器，用于对样品板等容器进行加热与振荡混匀。设备可设置振荡转速和振荡轨迹，部分操作还包括样品板锁定/解锁，常用于样品孵育、混匀及温控处理。,"This is a laboratory heater-shaker used to heat and shake sample plates and similar labware for mixing. It supports setting shaking speed and motion pattern, and some operations include plate locking/unlocking, making it suitable for incubation, mixing, and temperature-controlled sample handling.",热混匀仪,实验执行&合成设备|生命体系|实验室自动化与仪器集成|微孔板样品孵育与混匀|热混匀仪
奥林巴斯 IX2 倒置显微镜机身,Olympus IX2 inverted microscope body,ix2,ix2,8,22,auto-idn|auto-init_origin|auto-lamp_status|auto-move_relative|auto-movement_status|auto-query|auto-soft_limits|auto-z,奥林巴斯 IX2 是实验室用倒置显微镜机身，用于承载物镜、照明与调焦机构，并对样品进行显微观察。该类设备常用于细胞培养、活体样品观察、荧光成像及常规生物显微实验中的 Z 轴调焦和机身状态控制。,"The Olympus IX2 is an inverted microscope body used in laboratories to support the objective turret, illumination, and focusing mechanisms for microscopic sample observation. It is commonly used for cell culture work, live-sample observation, fluorescence imaging, and general biological microscopy involving Z-axis focusing and microscope body status control.",普通光学显微镜,表征设备|生命体系|显微成像与光学显微实验|细胞生物学研究|普通光学显微镜
Tecan Freedom EVO 自动化液体处理工作站,Tecan Freedom EVO automated liquid handling workstation,li_ha,li_ha,59,88,auto-action_move_vector_coordinate_position|auto-aspirate|auto-aspirate96|auto-can_pick_up_tip|auto-discard_disposable_tip_high|auto-dispense|auto-dispense96|auto-drop_resource|auto-drop_tips|auto-drop_tips96|auto-get_disposable_tip|auto-grip_plate|auto-initialize_plunger|auto-liha_connected|auto-mca_connected|auto-move_absolute_z|auto-move_detect_liquid|auto-move_picked_up_resource|auto-move_plunger_relative|auto-move_tracking_relative|auto-num_channels|auto-parse_response|auto-pick_up_resource|auto-pick_up_tips|auto-pick_up_tips96|auto-pnp_connected|auto-position_absolute_all_axis|auto-position_absolute_g|auto-position_initialization_x|auto-position_valve_logical|auto-report_g_param|auto-report_number_tips|auto-report_r_param|auto-report_x_param|auto-report_y_param|auto-report_z_param|auto-roma_connected|auto-send_command|auto-serialize|auto-set_detection_mode|auto-set_end_speed_plunger|auto-set_fast_speed_r|auto-set_fast_speed_x|auto-set_fast_speed_y|auto-set_fast_speed_z|auto-set_gripper_params|auto-set_search_retract_distance|auto-set_search_speed|auto-set_search_submerge|auto-set_search_z_max|auto-set_search_z_start|auto-set_slow_speed_z|auto-set_smooth_move_x|auto-set_stop_speed_plunger|auto-set_target_window_class|auto-set_tracking_distance_z|auto-set_vector_coordinate_position|auto-set_z_travel_height|auto-setup_arm,一款用于实验室自动移液与板件搬运的台式自动化工作站，通常配备多通道 LiHa 液体处理臂，可完成吸液、分液、液面探测、一次性吸头装卸及多轴定位，并可结合 96 通道或板搬运模块执行样品制备、微孔板加样和高通量实验流程。,"A benchtop automated liquid handling workstation for laboratory pipetting and plate movement. It typically includes a multichannel LiHa liquid handling arm for aspirating, dispensing, liquid level detection, disposable tip handling, and multi-axis positioning, and may work with 96-channel or plate-handling modules for sample preparation, microplate filling, and high-throughput workflows.",移液工作站,备料&前处理设备|实验执行&合成设备|生命体系|实验室自动化与仪器集成|移液站产品|移液工作站
Tecan自动液体处理工作站,Tecan automated liquid handling workstation,liquid_classes,liquid_classes,58,139,auto-actions|auto-add|auto-add_labware|auto-add_new_labware|auto-add_type|auto-autoselect|auto-clearSelection|auto-create|auto-create_labware|auto-create_series|auto-fill|auto-find_free_wells|auto-find_new_tips|auto-get_DITI_series|auto-get_current_labware|auto-get_labware|auto-grid_carrier_line|auto-init_wells|auto-log|auto-moveParallel|auto-newOffset|auto-newPosition|auto-offset|auto-offsetAtParallelMove|auto-offsetFromName|auto-parallelOrder|auto-parse_file|auto-parse_worktable_file|auto-pick_up|auto-posAtParallelMove|auto-position|auto-put|auto-reagent|auto-refill_next_rack|auto-remove|auto-replace_with_new|auto-retire_labware|auto-retire_new_tips|auto-select|auto-selectAll|auto-selectOnly|auto-selected|auto-selected_wells|auto-set_DITI_counter|auto-set_back|auto-set_current|auto-set_current_next_to|auto-set_def_DiTi|auto-set_first_pos|auto-set_next|auto-show_next|auto-show_next_to|auto-size|auto-to_name|auto-vol|auto-waste|auto-wellSelectionStr|auto-write,这是一类用于实验室自动移液和样品处理的液体处理工作站。设备在工作台甲板上放置载架、孔板、试剂槽、比色皿、磁力模块和一次性吸头架，并通过自动吸液、分液、换头和废弃处理完成样品制备、试剂分装、PCR体系构建等流程。,"This is an automated liquid handling workstation used for laboratory pipetting and sample processing. The instrument arranges carriers, microplates, reagent troughs, cuvettes, magnetic modules, and disposable tip racks on a deck, and performs aspiration, dispensing, tip changes, and waste handling for tasks such as sample preparation, reagent distribution, and PCR setup.",移液工作站,备料&前处理设备|实验执行&合成设备|生命体系|溶液配制与反应|移液站产品|移液工作站
Molecular Devices 多功能酶标仪,Molecular Devices Multimode Microplate Reader,molecular_devices_backend,molecular_devices_backend,19,50,auto-clear_error_log|auto-close|auto-get_firmware_version|auto-get_status|auto-get_temperature|auto-open|auto-read_absorbance|auto-read_error_log|auto-read_fluorescence|auto-read_fluorescence_polarization|auto-read_luminescence|auto-read_time_resolved_fluorescence|auto-send_command|auto-serialize|auto-set_temperature|auto-setup|auto-start_shake|auto-stop|auto-stop_shake,这是一种用于读取微孔板样品信号的多功能酶标仪，可进行吸光度、荧光、化学发光、荧光偏振和时间分辨荧光检测。设备通常用于生化分析、细胞实验、免疫检测、酶活性测定和高通量筛选，并支持控温与振荡等板上实验条件控制。,"A multimode microplate reader used to measure signals from samples in microplates. It supports absorbance, fluorescence, luminescence, fluorescence polarization, and time-resolved fluorescence measurements. The instrument is commonly used for biochemical assays, cell-based experiments, immunoassays, enzyme activity measurements, and high-throughput screening, with support for temperature control and plate shaking.",酶标仪,表征设备|器件/细胞设备|生命体系|细胞生物学研究|微孔板检测与高通量筛选|微孔板样品孵育与混匀|酶标仪
OpenBCI生物电采集板,OpenBCI biosensing board,open_bci_board,open_bci_board,20,31,auto-check_connection|auto-disable_filters|auto-disconnect|auto-enable_filters|auto-find_port|auto-getNbAUXChannels|auto-getNbEEGChannels|auto-getSampleRate|auto-openbci_id|auto-print_bytes_in|auto-print_incoming_text|auto-print_packets_in|auto-print_register_settings|auto-reconnect|auto-run|auto-set_channel|auto-start_streaming|auto-stop|auto-test_signal|auto-warn,这是一种多通道开源生物电信号采集板，主要用于采集脑电信号，并可提供辅助通道输入。设备可通过扩展模块增加通道数，适合用于脑机接口实验、神经信号记录、教学演示以及一般生理电信号采集。,"This is a multi-channel open-source biosensing board mainly used to acquire EEG signals, with additional auxiliary input channels. It can expand channel count with a daisy module and is commonly used for brain-computer interface experiments, neural signal recording, teaching, and general physiological signal acquisition.",模拟输入数据采集模块|生物电信号采集板,表征设备|生命体系|传感测量与环境感知|模拟输入数据采集模块|脑机接口与生理电信号采集|生物电信号采集板
